LAB SAMPLE ID,SITE,Core Depth,Ave Core depth (cm),HG SPIKE,TIME POINT,COLLECTION_DATE,SAMPLE TYPE,SAMPLING COMMENT,SAMPLING METHOD,FILTER,SAMPLE PRESERVATION,PARAMETER,ANALYSIS DATE,SOURCE FILE,VALUE,DL,DL Flag,UNITS,Dilution,Replicate,ID Recovery
CM15-1508,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.11,<,ng/gdw,,,96%
CM15-1508,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,62.8,2.14,,ng/gdw,,,96%
CM15-1509,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.43,0.001,,ng/gdw,,,34.6%
CM15-1509,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.45,0.005,,ng/gdw,,,34.6%
CM15-1509,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.26,0.06,,ng/gdw,,,97%
CM15-1509,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.17,0.06,,ng/gdw,,distillation duplicate,99%
CM15-1509,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.1,0.1,,ng/gdw,,,97%
CM15-1509,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.1,0.11,<,ng/gdw,,distillation duplicate,99%
CM15-1509,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,68.5,1.95,,ng/gdw,,,97%
CM15-1509,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,70.3,2.07,,ng/gdw,,distillation duplicate,99%
CM15-1510,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.36,0.002,,ng/gdw,,,16.4%
CM15-1510,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/15,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/16/17,S:\MicrobialEcology\Analytical  Data\ICPMS MeHg\ICPMS MeHg 2017\20170216 MERX CM15 soils_SI15 sw.xlsx,0.405,0,,ng/gdw,,,61.8%
CM15-1510,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/15,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me201Hg-solid,02/16/17,S:\MicrobialEcology\Analytical  Data\ICPMS MeHg\ICPMS MeHg 2017\20170216 MERX CM15 soils_SI15 sw.xlsx,0,0,<,ng/gdw,,,61.8%
CM15-1510,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.68,0.011,,ng/gdw,,,16.4%
CM15-1510,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/15,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/16/17,S:\MicrobialEcology\Analytical  Data\ICPMS MeHg\ICPMS MeHg 2017\20170216 MERX CM15 soils_SI15 sw.xlsx,0.644,0.001,,ng/gdw,,,61.8%
CM15-1510,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.32,0.06,,ng/gdw,,,96%
CM15-1510,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.11,<,ng/gdw,,,96%
CM15-1510,SERC Spartina,4-8 cm,6,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,58.3,2.04,,ng/gdw,,,96%
CM15-1511,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.41,0.001,,ng/gdw,,,48.1%
CM15-1511,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.52,0.001,,ng/gdw,,distillation duplicate,55.8%
CM15-1511,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.19,0.004,,ng/gdw,,,48.1%
CM15-1511,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.26,0.003,,ng/gdw,,distillation duplicate,55.8%
CM15-1511,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.3,0.07,,ng/gdw,,,98%
CM15-1511,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.12,<,ng/gdw,,,98%
CM15-1511,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,74.2,2.28,,ng/gdw,,,98%
CM15-1512,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.49,0.001,,ng/gdw,,,32.2%
CM15-1512,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.41,0.006,,ng/gdw,,,32.2%
CM15-1512,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.27,0.07,,ng/gdw,,,100%
CM15-1512,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.13,<,ng/gdw,,,100%
CM15-1512,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,71,2.45,,ng/gdw,,,100%
CM15-1513,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.41,0.001,,ng/gdw,,,36.0%
CM15-1513,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.26,0.004,,ng/gdw,,,36.0%
CM15-1513,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.16,0.06,,ng/gdw,,,96%
CM15-1513,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.12,<,ng/gdw,,,96%
CM15-1513,SERC Spartina,8-12 cm,10,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,60.8,2.17,,ng/gdw,,,96%
CM15-1514,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.45,0.001,,ng/gdw,,,62.4%
CM15-1514,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.14,0.003,,ng/gdw,,,62.4%
CM15-1514,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.16,0.06,,ng/gdw,,,99%
CM15-1514,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,-0.1,0.11,<,ng/gdw,,,99%
CM15-1514,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,73.2,2.1,,ng/gdw,,,99%
CM15-1515,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.45,0.001,,ng/gdw,,,45.0%
CM15-1515,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.22,0.004,,ng/gdw,,,45.0%
CM15-1515,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.15,0.06,,ng/gdw,,,96%
CM15-1515,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0,0.11,<,ng/gdw,,,96%
CM15-1515,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,85.1,2.06,,ng/gdw,,,96%
CM15-1516,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-Me199Hg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.28,0,,ng/gdw,,,74.3%
CM15-1516,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-MeHg-solid,02/09/17,ICPMS MeHg\ICPMS MeHg 2017\[20170209 MERX CM15 soils.xlsx,0.13,0.002,,ng/gdw,,,74.3%
CM15-1516,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.23,0.05,,ng/gdw,,,100%
CM15-1516,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,-0.1,0.09,<,ng/gdw,,,100%
CM15-1516,SERC Spartina,12-16 cm,14,Me199Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kdemeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,81,1.75,,ng/gdw,,,100%
CM15-1517,SERC Spartina,0-4 cm,2,201Hg,,10/19/15,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-Me199Hg-solid,02/16/17,S:\MicrobialEcology\Analytical  Data\ICPMS MeHg\ICPMS MeHg 2017\20170216 MERX CM15 soils_SI15 sw.xlsx,0,0,<,ng/gdw,,,59.3%
CM15-1517,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-Me201Hg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.004,0.001,,ng/gdw,,,18.2%
CM15-1517,SERC Spartina,0-4 cm,2,201Hg,,10/19/15,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-Me201Hg-solid,02/16/17,S:\MicrobialEcology\Analytical  Data\ICPMS MeHg\ICPMS MeHg 2017\20170216 MERX CM15 soils_SI15 sw.xlsx,0.004,0,,ng/gdw,,,59.3%
CM15-1517,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-MeHg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.65,0.01,,ng/gdw,,,18.2%
CM15-1517,SERC Spartina,0-4 cm,2,201Hg,,10/19/15,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-MeHg-solid,02/16/17,S:\MicrobialEcology\Analytical  Data\ICPMS MeHg\ICPMS MeHg 2017\20170216 MERX CM15 soils_SI15 sw.xlsx,0.581,0.001,,ng/gdw,,,59.3%
CM15-1517,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.08,0.08,<,ng/gdw,,,92%
CM15-1517,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,17.6,0.14,,ng/gdw,,,92%
CM15-1517,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,71.6,2.54,,ng/gdw,,,92%
CM15-1518,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-Me201Hg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.004,0,,ng/gdw,,,59.4%
CM15-1518,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-MeHg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.74,0,,ng/gdw,,,59.4%
CM15-1518,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.07,0.07,<,ng/gdw,,,96%
CM15-1518,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,16.6,0.13,,ng/gdw,,,96%
CM15-1518,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,64.6,2.41,,ng/gdw,,,96%
CM15-1519,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-Me201Hg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.005,0,,ng/gdw,,,57.8%
CM15-1519,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-MeHg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.46,0,,ng/gdw,,,57.8%
CM15-1519,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.08,0.08,<,ng/gdw,,,92%
CM15-1519,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,19.6,0.15,,ng/gdw,,,92%
CM15-1519,SERC Spartina,0-4 cm,2,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,68.8,2.65,,ng/gdw,,,92%
CM15-1520,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-Me201Hg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.006,0,,ng/gdw,,,46.2%
CM15-1520,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-MeHg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.43,0,,ng/gdw,,,46.2%
CM15-1520,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.08,0.08,<,ng/gdw,,,100%
CM15-1520,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,18.7,0.15,,ng/gdw,,,100%
CM15-1520,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,79,2.91,,ng/gdw,,,100%
CM15-1521,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-Me201Hg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.011,0,,ng/gdw,,,40.6%
CM15-1521,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-Me201Hg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.007,0,,ng/gdw,,distil dup,34.4%
CM15-1521,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-MeHg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.3,0.01,,ng/gdw,,,40.6%
CM15-1521,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-MeHg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.28,0.01,,ng/gdw,,dist dup,34.4%
CM15-1521,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.08,0.08,<,ng/gdw,,,97%
CM15-1521,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.07,0.07,<,ng/gdw,,distillation duplicate,99%
CM15-1521,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,12,0.14,,ng/gdw,,,97%
CM15-1521,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T201Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,11.9,0.13,,ng/gdw,,distillation duplicate,99%
CM15-1521,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,74.8,2.57,,ng/gdw,,,97%
CM15-1521,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-THg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,72.6,2.41,,ng/gdw,,distillation duplicate,99%
CM15-1522,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-Me201Hg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.046,0,,ng/gdw,,,51.7%
CM15-1522,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-MeHg-solid,02/07/17,ICPMS MeHg\ICPMS MeHg 2017\[20170207 MERX CM15 soils.xlsx,0.56,0,,ng/gdw,,,51.7%
CM15-1522,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.07,0.07,<,ng/gdw,,,99%
CM15-1522,SERC Spartina,4-8 cm,6,201Hg,,10/19/2015,Soil,"Homogenized, Freeze dried",No,,Freeze dried,kmeth-T199Hg-solid,02/10/17,S:\MicrobialEcology\Analytical  Data\ICPMS HG\2017\20170210 FIAS CM15 Soils b.xlsx,0.07,0.07,<,ng/gdw,,analytical replicate,100%
